Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std
49,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0040_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,654,550,296,67.0,68.0,56.0,624.0,759.0,754.0,25.0,28.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998581718,0.0006778604455054639,0.016427590600678672,0.06537013724868919,[29.  0.  0. ...  1.  0.  4.],23.840048,38.462273
50,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0044_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,660,546,297,68.0,69.0,57.0,596.0,732.0,745.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999938846,0.0006588718261388983,0.01658928839806592,0.06562762140879168,[22.  0.  0. ...  1.  0.  1.],23.728893,38.538963
51,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0123_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,546,296,69.0,69.0,57.0,642.0,794.0,798.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999872176,0.0008330829666183616,0.016623065363827006,0.06532070326296813,[21. 49. 25. ...  0.  0.  2.],23.735258,38.532494
52,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0162_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,154830.12,658,552,222,58.0,52.0,39.0,323.0,315.0,272.0,18.0,18.0,16.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999527219,0.001297068936643903,0.009899907801834334,0.051022610312107815,[71. 21.  0. ...  0.  0.  2.],24.144838,38.26614
53,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0038_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,652,564,296,66.0,67.0,56.0,573.0,693.0,693.0,24.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999934629,0.0006470280993624514,0.016354994098414153,0.06543100162852207,[ 0.  0.  0. ... 16.  0.  0.],23.749428,38.525997
54,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0137_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,157632.42,662,532,224,58.0,53.0,40.0,395.0,393.0,338.0,20.0,20.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999607008,0.0011144932428288525,0.009875723548617566,0.050972578831829506,[ 0.  0.  0. ...  4.  4. 17.],24.474865,38.066364
55,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0024_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,546,296,65.0,66.0,54.0,608.0,723.0,707.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999794068,0.0007858641477461458,0.016273040630888334,0.06510944724856264,[0. 0. 0. ... 0. 0. 1.],23.925169,38.409
56,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0030_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,538,296,67.0,68.0,56.0,611.0,751.0,755.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999871,0.000894142379241709,0.01656701662738581,0.06542031026635671,[38.  0.  0. ... 13. 13.  2.],23.312046,38.7867
57,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0102_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,552,296,67.0,68.0,56.0,648.0,786.0,778.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999615687,0.0008385642760103283,0.01634886898022237,0.06543253234545421,[22.  0.  0. ...  0.  0.  0.],23.736795,38.53423
58,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0157_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,542,297,66.0,67.0,55.0,593.0,730.0,733.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999954202,0.0006482798188472707,0.016541050824846297,0.06542688035428462,[43.  0.  0. ...  1.  0.  1.],23.918114,38.421787
59,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0153_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,534,296,69.0,69.0,57.0,602.0,744.0,745.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999845142,0.0009085994717159093,0.01660198678328849,0.06545409306790263,[16. 18.  3. ...  3.  0.  0.],23.334791,38.77383
60,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0147_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,668,548,294,67.0,68.0,56.0,631.0,752.0,748.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999072884,0.0008033805974081856,0.016068376321046043,0.06485977682910025,[31.  4.  0. ...  2.  0. 11.],23.427496,38.720493
61,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0034_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,672,538,296,67.0,67.0,56.0,645.0,785.0,789.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999916913,0.0009195897428802013,0.016398703494382702,0.06533469117828655,[15.  0.  0. ...  0.  0.  0.],23.759287,38.51661
62,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0033_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,668,542,296,66.0,66.0,55.0,656.0,785.0,770.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999902592,0.0003883573288084652,0.016163176597839172,0.0653506682499116,[31.  2.  0. ...  0.  0.  6.],23.82075,38.47806
63,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0027_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,546,296,66.0,67.0,55.0,609.0,745.0,743.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998693877,0.000762610916463782,0.016412754893789332,0.06516007909448741,[35.  0.  0. ...  2.  0.  1.],23.776464,38.50175
64,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0169_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,156228.13,656,552,223,58.0,53.0,40.0,338.0,336.0,295.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.99999999997952,0.0016173901229478418,0.00982132513582553,0.05120156440770935,[ 0.  0.  0. ... 19.  8.  8.],23.705538,38.545223
65,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0128_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,652,540,296,66.0,67.0,56.0,600.0,762.0,780.0,24.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999984543,0.0004856047462636476,0.016540639236351306,0.06538431814832524,[24.  1.  0. ...  3.  0.  1.],23.6135,38.607166
66,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0154_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,546,296,68.0,69.0,57.0,614.0,769.0,786.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998228375,0.000806827655559813,0.016635991658625403,0.06536012230401683,[20.  0.  0. ...  3.  0.  1.],23.141388,38.89453
67,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0115_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,160459.85,662,542,226,57.0,51.0,39.0,321.0,327.0,289.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9994136720041371,0.0009213779131450293,0.010205144995999837,0.051669390676981744,[31.  1.  0. ...  0.  0.  0.],23.715403,38.545486
68,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0140_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,542,296,67.0,68.0,56.0,615.0,716.0,705.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997724445,0.0008324143834113264,0.01613729100662314,0.06544240533346575,[34.  0.  0. ...  6.  2. 26.],23.51887,38.668095
69,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0101_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,540,296,67.0,68.0,56.0,574.0,722.0,739.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999977695,0.0007131201888938923,0.016610927753606695,0.06540917454331377,[33.  0.  0. ...  0.  0.  2.],23.257086,38.81784
70,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0144_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,159042.99,654,550,225,59.0,53.0,40.0,335.0,332.0,289.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9999999990733032,0.0018051171294592497,0.010155454546205539,0.05151692899079774,[0. 0. 0. ... 0. 0. 0.],23.84547,38.466465
71,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0150_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,154830.12,652,540,222,59.0,53.0,40.0,371.0,367.0,316.0,19.0,19.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998,0.0013407077461156547,0.009906940461446221,0.05102124526369152,[43.  0.  0. ...  2.  0.  0.],23.43731,38.718346
72,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0111_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,548,296,68.0,68.0,56.0,597.0,741.0,747.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999944239,0.0006757804749049214,0.016623283144683275,0.06557647756332712,[27.  0.  0. ...  0.  0.  0.],23.558462,38.641514
73,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0023_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,554,296,67.0,68.0,56.0,619.0,761.0,757.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999951314,0.0008440425573850683,0.01641185306646075,0.0655020254908989,[0. 0. 0. ... 3. 0. 1.],23.647377,38.58888
74,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0037_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,660,542,294,68.0,68.0,56.0,615.0,751.0,753.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999861628,0.0007748572271612935,0.01616965501083188,0.06479154571037497,[0. 0. 0. ... 0. 0. 3.],23.757408,38.52184
75,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0138_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,552,297,66.0,67.0,56.0,596.0,753.0,770.0,24.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999993805,0.0008581825692445069,0.01678815631463844,0.06570457119956664,[52.  1.  0. ...  6. 76.  5.],23.626627,38.59908
76,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0165_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,153438.4,658,546,221,58.0,53.0,40.0,393.0,386.0,329.0,20.0,20.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999431111,0.0008833795221955984,0.009780250664147092,0.050661553766806366,[0. 0. 0. ... 1. 0. 0.],24.012547,38.3682
77,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0124_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,534,296,66.0,67.0,55.0,565.0,692.0,696.0,24.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999822715,0.0009783121701174876,0.016638309641236255,0.06548749610407022,[55. 11.  0. ...  3.  0.  0.],23.656132,38.580925
78,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0171_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,546,296,68.0,69.0,57.0,599.0,748.0,762.0,24.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999977883,0.0005925654075850387,0.016516388258540342,0.06534775815396995,[29.  0.  0. ...  3.  0.  3.],23.221142,38.846737
79,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0130_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,550,296,66.0,67.0,55.0,622.0,769.0,772.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998581718,0.0007685761965144317,0.016316921328737802,0.06539784901055752,[16.  2.  0. ...  2.  0.  0.],23.797947,38.49352
80,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0043_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,540,296,69.0,69.0,57.0,660.0,789.0,784.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999942054,0.0006437752686821689,0.01639913222505218,0.06537728228612773,[39.  0.  0. ...  3.  1. 22.],23.39081,38.74538
81,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0158_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,670,534,296,68.0,68.0,56.0,590.0,717.0,719.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997190672,0.000870749062124877,0.016348749013918834,0.06538989969816025,[28.  0.  0. ...  7.  0.  0.],23.639954,38.59201
82,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0148_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,544,296,65.0,66.0,54.0,595.0,719.0,711.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999888908,0.0008314604651858781,0.016567299267423372,0.06542023869000728,[20.  0.  0. ...  8.  0.  0.],23.65966,38.57875
83,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0134_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,534,296,66.0,67.0,56.0,647.0,815.0,825.0,25.0,29.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999796996,0.000925713870131856,0.016505692961026733,0.06543580927261113,[ 1.  0.  0. ... 11.  0.  0.],23.630596,38.596924
84,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0161_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,542,296,68.0,68.0,56.0,661.0,801.0,797.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999763209,0.0005944875873440227,0.016490482084432052,0.06543964422199135,[58.  7.  0. ...  0.  0.  0.],23.60577,38.615623
85,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0120_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,658,548,295,67.0,68.0,56.0,632.0,758.0,756.0,25.0,28.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999973115,0.0006858400954518795,0.016191535389338988,0.06504401352705544,[20.  0.  0. ...  2. 63.  2.],23.220144,38.848316
86,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0108_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,590,490,302,73.0,80.0,75.0,353.0,488.0,616.0,19.0,22.0,25.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999990322,0.0008350821726505419,0.017522959327810724,0.06635889804357889,[58.  8.  2. ...  2.  0.  1.],23.119215,38.90505
87,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0077_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,596,478,301,73.0,80.0,75.0,330.0,452.0,576.0,18.0,21.0,24.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999840148,0.000786518615140856,0.017555318239266267,0.06618189584643543,[19.  2.  0. ...  1.  0.  2.],23.17346,38.872944
88,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0104_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,602,462,300,72.0,79.0,74.0,374.0,516.0,645.0,19.0,23.0,25.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999782336,0.0009094034315717318,0.01724653642092796,0.0658829147420893,[37.  0.  0. ...  9.  0.  0.],22.279476,39.384712
89,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0085_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,596,456,301,68.0,74.0,70.0,464.0,714.0,894.0,22.0,27.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999750372,0.001082685618815497,0.017784810235788585,0.06607837643271229,[0. 0. 0. ... 3. 0. 1.],21.826101,39.643166
90,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0075_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,594,454,300,68.0,74.0,69.0,465.0,700.0,876.0,22.0,26.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999147022,0.00093253692133744,0.01700761345777496,0.06598730019569671,[11.  0.  0. ...  2.  0.  0.],22.44504,39.302757
91,[0 0 0 ... 0 4 0],1,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 11 - Trasparente - Nero - Oro - 32 mm - 1000 ml/Product_Prod0009_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,598,448,300,74.0,81.0,76.0,370.0,518.0,654.0,19.0,23.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999985436,0.0009437237106942982,0.017310811977992675,0.06586605546175588,[145.  32.   0. ...   2.   0.   0.],22.491014,39.26654
92,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0046_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,594,482,299,59.0,69.0,79.0,592.0,717.0,538.0,24.0,27.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999912254,0.0007686005065908698,0.01639968526096724,0.0657601852422124,[39.  4.  0. ...  5.  0.  2.],23.611736,38.60692
93,[0 0 0 ... 0 0 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0017_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,600,472,300,60.0,70.0,79.0,568.0,703.0,559.0,24.0,27.0,24.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998228375,0.0007303789325955528,0.0166231171624086,0.06633808901153103,[0. 0. 0. ... 5. 0. 1.],22.406218,39.316643
94,[0 0 0 ... 0 0 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0042_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,598,460,301,66.0,76.0,85.0,552.0,730.0,533.0,24.0,27.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999840073,0.0009357957952459679,0.017071749126842218,0.06622405499252451,[59.  0.  0. ...  1.  0.  6.],22.447872,39.294853
95,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0103_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,602,462,300,62.0,71.0,80.0,509.0,628.0,460.0,23.0,25.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999857778,0.000918625054774635,0.01679548715109912,0.06599934154817422,[0. 0. 0. ... 1. 0. 0.],22.488585,39.27381
96,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0070_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,172020.9,600,456,234,49.0,56.0,71.0,287.0,319.0,286.0,17.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9956636775346059,0.0010915751199379689,0.01062814191120438,0.05344395699412718,[19. 68.  0. ... 11.  3.  3.],21.480318,39.83462
97,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0039_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,602,466,300,61.0,70.0,80.0,480.0,591.0,453.0,22.0,24.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999663379,0.00044464873211182534,0.01676439108350072,0.06609174777118183,[33. 12.  6. ...  2.  0.  0.],22.718903,39.14015
