Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std,TEXTURE,New Target,New Target Name
31,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0083_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,660,544,297,68.0,70.0,58.0,788.0,968.0,984.0,28.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999952662,0.0007380323725338,0.0164090346845654,0.0655027315858867,[2. 3. 1. ... 2. 0. 4.],23.782846,38.497585,"[ 7.45918329e-01  1.71788172e+01  9.86584625e-01  6.40213177e+02
  9.00781891e-01  1.79803556e+01  2.54367389e+03  1.59633947e+00
  2.00139156e+00  3.16421783e-03  9.36812028e-01 -6.01613390e-01
  9.06128407e-01]",0,Black-Gold-250ml-1000ml
32,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0090_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,664,534,295,69.0,70.0,58.0,877.0,1029.0,1015.0,30.0,32.0,32.0,[0. 0. 0. ... 0. 0. 0.],0.999999999976822,0.0006955933122855,0.0159147878505405,0.0653262212874976,[27.  0.  0. ...  0.  0.  0.],23.444132,38.70769,"[ 7.49897483e-01  1.37025801e+01  9.89289174e-01  6.39605111e+02
  9.01708343e-01  1.77001920e+01  2.54471786e+03  1.57712793e+00
  1.98210014e+00  3.30508445e-03  9.29392793e-01 -5.99821459e-01
  9.03738979e-01]",0,Black-Gold-250ml-1000ml
33,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0052_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,648,550,295,72.0,73.0,61.0,786.0,1028.0,1065.0,28.0,32.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999830744,0.0008169778982726,0.0162291610872564,0.06524883133377,[0. 0. 0. ... 5. 0. 0.],23.831627,38.473015,"[ 7.49898720e-01  1.59619011e+01  9.88439990e-01  6.90338624e+02
  9.01165806e-01  1.85606402e+01  2.74539260e+03  1.57710420e+00
  1.98716612e+00  4.14596046e-03  9.32371643e-01 -5.97160276e-01
  9.03079672e-01]",0,Black-Gold-250ml-1000ml
34,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0084_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,546,296,69.0,70.0,58.0,937.0,1089.0,1058.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997564804,0.0007125540926039,0.0159840534971384,0.0655226055636879,[23.  1.  0. ... 60. 52.  0.],23.228758,38.84032,"[ 7.47935727e-01  1.70159596e+01  9.86968621e-01  6.52828098e+02
  9.00780968e-01  1.78697545e+01  2.59429643e+03  1.58946435e+00
  1.99590200e+00  3.16648882e-03  9.40567646e-01 -5.99853715e-01
  9.04948442e-01]",0,Black-Gold-250ml-1000ml
35,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0046_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,536,296,67.0,67.0,56.0,609.0,748.0,755.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.999999999717127,0.0008290443152826,0.0165638765133925,0.0652930114369729,[50.  2.  0. ...  0.  0.  0.],23.838396,38.469646,"[ 7.47932334e-01  1.47935970e+01  9.87072613e-01  5.72132675e+02
  9.02678229e-01  1.72177033e+01  2.27373710e+03  1.57647917e+00
  1.96946969e+00  4.43382292e-03  9.17201388e-01 -6.04373876e-01
  9.04504449e-01]",0,Black-Gold-250ml-1000ml
36,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0108_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,548,296,66.0,67.0,56.0,596.0,747.0,757.0,24.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999971654,0.0006003756723108,0.0165821102519708,0.0654164861091343,[15. 54. 73. ...  3.  0.  0.],23.902626,38.42617,"[ 7.47942433e-01  1.43463880e+01  9.87353180e-01  5.67146228e+02
  9.02530691e-01  1.71291695e+01  2.25423853e+03  1.56486094e+00
  1.95656786e+00  4.38537760e-03  9.14227010e-01 -6.04068403e-01
  9.03248976e-01]",0,Black-Gold-250ml-1000ml
37,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0149_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,552,297,67.0,67.0,56.0,588.0,738.0,752.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999943268,0.000891019968922,0.0167297803315252,0.065719459211284,[70. 13.  0. ...  0.  0.  0.],23.357971,38.760456,"[ 7.45916833e-01  1.58658079e+01  9.86212302e-01  5.75314788e+02
  9.01539167e-01  1.73668822e+01  2.28539334e+03  1.58004339e+00
  1.97496753e+00  4.32583823e-03  9.22410263e-01 -6.03382733e-01
  9.04581404e-01]",0,Black-Gold-250ml-1000ml
38,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0135_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,548,296,67.0,68.0,56.0,636.0,796.0,804.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999777778,0.0007120398956316,0.0165051755642143,0.065393279361608,[21.  0.  0. ...  1.  0. 41.],23.20363,38.85424,"[ 7.47929948e-01  1.51191979e+01  9.87004977e-01  5.81681634e+02
  9.02797515e-01  1.72791460e+01  2.31160734e+03  1.58351704e+00
  1.97833457e+00  4.24504734e-03  9.16435923e-01 -6.06196086e-01
  9.06008310e-01]",0,Black-Gold-250ml-1000ml
39,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0121_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,544,296,69.0,69.0,57.0,652.0,798.0,799.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997308804,0.0008131564238299,0.0164847218120151,0.0653557535619309,[25.  4.  2. ... 11.  3. 28.],23.293915,38.806664,"[ 7.47936188e-01  1.57116621e+01  9.87042014e-01  6.06207340e+02
  9.02651132e-01  1.77100454e+01  2.40911770e+03  1.57537349e+00
  1.96638228e+00  4.31364605e-03  9.12075691e-01 -6.06456117e-01
  9.05084428e-01]",0,Black-Gold-250ml-1000ml
40,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0160_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,660,536,294,68.0,68.0,56.0,654.0,786.0,785.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998228376,0.000834914360906,0.0160096702742658,0.064917293957993,[37.  0.  0. ...  2.  0.  0.],23.538147,38.65252,"[ 7.51807521e-01  1.46489096e+01  9.87295814e-01  5.76490073e+02
  9.04238756e-01  1.70707582e+01  2.29131138e+03  1.54525408e+00
  1.92931141e+00  4.38012283e-03  9.03886354e-01 -6.05268056e-01
  9.01318584e-01]",0,Black-Gold-250ml-1000ml
41,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0125_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,668,546,295,66.0,67.0,55.0,602.0,729.0,728.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.999999999969542,0.0009503023839265,0.016429840035986,0.0649412707077725,[43.  1.  0. ... 21.  0.  0.],23.796438,38.496,"[ 7.49895012e-01  1.42089348e+01  9.87119788e-01  5.51536816e+02
  9.03805066e-01  1.68206879e+01  2.19193833e+03  1.55776530e+00
  1.94590241e+00  4.25516526e-03  9.06563886e-01 -6.05364296e-01
  9.02839323e-01]",0,Black-Gold-250ml-1000ml
42,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0164_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,540,296,66.0,67.0,55.0,613.0,741.0,739.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999977696,0.0006443367919326,0.0162090047731538,0.065467319865223,[35.  2.  0. ...  4.  0.  0.],23.952837,38.39309,"[ 7.47943364e-01  1.56858141e+01  9.85967137e-01  5.58849205e+02
  9.02329254e-01  1.69959556e+01  2.21971101e+03  1.56617384e+00
  1.95824865e+00  4.24410657e-03  9.20739049e-01 -6.01778276e-01
  9.02459345e-01]",0,Black-Gold-250ml-1000ml
43,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0131_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,542,296,67.0,67.0,55.0,665.0,776.0,761.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999995356008,0.0007927754012442,0.0163029609932857,0.0650161747323111,[50.  0.  0. ...  0.  0.  0.],23.694262,38.566536,"[ 7.47942558e-01  1.54741176e+01  9.86482210e-01  5.72313978e+02
  9.02968395e-01  1.71578847e+01  2.27378180e+03  1.56800141e+00
  1.95745980e+00  4.31638040e-03  9.17478191e-01 -6.05686872e-01
  9.03994445e-01]",0,Black-Gold-250ml-1000ml
44,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0170_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,668,558,296,67.0,68.0,56.0,611.0,753.0,756.0,25.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999901236,0.0009429625590586,0.0163617285201732,0.065301240097534,[25. 77. 18. ...  6.  0.  0.],23.935837,38.40682,"[ 7.47937008e-01  1.69266847e+01  9.85229576e-01  5.72947476e+02
  9.02116933e-01  1.72221632e+01  2.27486322e+03  1.56831734e+00
  1.96085050e+00  4.53176845e-03  9.20126202e-01 -6.02302581e-01
  9.02904876e-01]",0,Black-Gold-250ml-1000ml
45,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0080_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,548,296,70.0,70.0,58.0,700.0,850.0,848.0,26.0,29.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.999999999965458,0.0008588172884225,0.0163430596776161,0.0654766174725712,[33.  1.  0. ...  9.  0.  0.],23.586315,38.613697,"[ 7.47936461e-01  1.51696033e+01  9.87922803e-01  6.27973906e+02
  9.01892228e-01  1.79714434e+01  2.49672602e+03  1.58004141e+00
  1.98075429e+00  4.06344529e-03  9.25467825e-01 -6.02726507e-01
  9.04813558e-01]",0,Black-Gold-250ml-1000ml
46,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0042_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,544,296,68.0,68.0,57.0,619.0,780.0,792.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998,0.0007873099596685,0.0163544347319391,0.0649173283503017,[33.  0.  0. ...  0.  0.  0.],23.71853,38.537575,"[ 7.47941983e-01  1.45398635e+01  9.87733932e-01  5.92636074e+02
  9.01657686e-01  1.75109212e+01  2.35600443e+03  1.56771262e+00
  1.96222497e+00  4.47830705e-03  9.22036740e-01 -6.01845111e-01
  9.02836450e-01]",0,Black-Gold-250ml-1000ml
47,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0094_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,664,538,297,67.0,68.0,57.0,715.0,873.0,874.0,27.0,30.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.999999999969542,0.0007787882693071,0.0163396884470515,0.0658175314821734,[17.  0.  0. ...  2.  0.  0.],24.048227,38.33702,"[ 7.45916597e-01  1.46313367e+01  9.87847110e-01  6.01917560e+02
  9.00768837e-01  1.75318365e+01  2.39303890e+03  1.59350818e+00
  2.00330362e+00  3.18884852e-03  9.37462688e-01 -5.98837417e-01
  9.05161139e-01]",0,Black-Gold-250ml-1000ml
48,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0056_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,540,296,71.0,73.0,62.0,1182.0,1469.0,1480.0,34.0,38.0,38.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999962598,0.0007209811934048,0.0158382098049557,0.0655154309077617,[48.  0.  0. ...  0.  0.  0.],23.319433,38.776943,"[ 7.47935721e-01  1.87641394e+01  9.87611093e-01  7.57231185e+02
  8.99922719e-01  1.87914345e+01  3.01016060e+03  1.61207038e+00
  2.03055401e+00  3.13431653e-03  9.53457264e-01 -5.99155538e-01
  9.07583958e-01]",0,Black-Gold-250ml-1000ml
49,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0118_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,544,296,67.0,68.0,56.0,603.0,762.0,778.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999982276,0.0009551713043512,0.0164345281285831,0.065453718920091,[24.  5.  1. ...  4.  0.  0.],23.7412,38.532806,"[ 7.47936656e-01  1.58936451e+01  9.86269618e-01  5.78731987e+02
  9.02397213e-01  1.73013707e+01  2.29903430e+03  1.57201160e+00
  1.96478376e+00  4.19821448e-03  9.16618400e-01 -6.03560229e-01
  9.03766397e-01]",0,Black-Gold-250ml-1000ml
50,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0159_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,670,550,296,67.0,67.0,55.0,599.0,711.0,704.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998,0.000839799523387,0.0165034256202853,0.0653510330420075,[68.  3.  0. ... 18.  2.  2.],23.618908,38.60601,"[ 7.47935131e-01  1.49554869e+01  9.86724633e-01  5.63234495e+02
  9.03493615e-01  1.71460726e+01  2.23798249e+03  1.56945084e+00
  1.95160606e+00  4.59433693e-03  9.07822293e-01 -6.08638431e-01
  9.04678574e-01]",0,Black-Gold-250ml-1000ml
51,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0088_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,654,542,297,66.0,67.0,56.0,775.0,915.0,902.0,28.0,30.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999,0.000498180665295,0.0161363957341207,0.0654852543608283,[43.  1.  0. ...  0.  0.  6.],23.465912,38.695755,"[ 7.45917716e-01  1.62070852e+01  9.86447901e-01  5.97904307e+02
  9.00604236e-01  1.73613665e+01  2.37541014e+03  1.58813186e+00
  1.99505340e+00  3.16350529e-03  9.39186849e-01 -5.97811955e-01
  9.04029951e-01]",0,Black-Gold-250ml-1000ml
52,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0145_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,548,296,64.0,65.0,54.0,597.0,750.0,756.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998328164,0.0007157408297677,0.0165762399240522,0.0652471178552764,[56.  1.  0. ...  1.  0.  4.],23.813488,38.486908,"[ 7.47935021e-01  1.53452981e+01  9.85867302e-01  5.42856752e+02
  9.02270788e-01  1.66768108e+01  2.15608171e+03  1.57223619e+00
  1.96174533e+00  4.24268755e-03  9.17389116e-01 -6.04904627e-01
  9.04048701e-01]",0,Black-Gold-250ml-1000ml
53,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0110_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,670,546,295,67.0,68.0,56.0,609.0,709.0,700.0,25.0,27.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999729536,0.0008998817378021,0.0160880374188662,0.0649409029683814,[20.  1.  0. ...  3.  0.  5.],23.808084,38.489285,"[ 7.49892291e-01  1.59010643e+01  9.86126564e-01  5.73029777e+02
  9.03188406e-01  1.72552451e+01  2.27621804e+03  1.56055687e+00
  1.94680280e+00  4.22971551e-03  9.09642980e-01 -6.04491926e-01
  9.02562368e-01]",0,Black-Gold-250ml-1000ml
54,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0151_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,542,296,66.0,66.0,54.0,565.0,692.0,692.0,24.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997724444,0.0008129977080676,0.01663796197811,0.0653169105061964,[43.  6.  1. ...  1.  0.  1.],23.610577,38.61051,"[ 7.47939967e-01  1.37143085e+01  9.87464205e-01  5.46961075e+02
  9.02986509e-01  1.68904515e+01  2.17412999e+03  1.56323339e+00
  1.95039568e+00  4.43579219e-03  9.09901942e-01 -6.07144397e-01
  9.03966921e-01]",0,Black-Gold-250ml-1000ml
55,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0063_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,544,297,70.0,71.0,60.0,1015.0,1222.0,1222.0,32.0,35.0,35.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999785116,0.0007036430212476,0.0164748858091403,0.0653582337157391,[21.  0.  0. ...  0.  0.  0.],23.82888,38.478924,"[ 7.45912974e-01  1.49862422e+01  9.89321983e-01  7.01671323e+02
  8.98990160e-01  1.84663952e+01  2.79169905e+03  1.61430069e+00
  2.03344944e+00  3.45741703e-03  9.50252004e-01 -5.98255407e-01
  9.07459718e-01]",0,Black-Gold-250ml-1000ml
56,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0139_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,548,296,66.0,67.0,56.0,624.0,754.0,760.0,25.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998119375,0.0009483428952733,0.0164818260854096,0.0653991683047051,[26.  0.  0. ...  0. 52. 36.],23.488083,38.684708,"[ 7.47940864e-01  1.48535192e+01  9.86993066e-01  5.70937654e+02
  9.03036240e-01  1.71784899e+01  2.26889710e+03  1.56820572e+00
  1.95481037e+00  4.27090573e-03  9.12110288e-01 -6.06846138e-01
  9.04232443e-01]",0,Black-Gold-250ml-1000ml
57,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0036_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,670,536,296,66.0,66.0,55.0,632.0,768.0,764.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999411664,0.0009204958797034,0.0163117503534223,0.0654844243747279,[46.  1.  0. ... 10. 55.  5.],23.38587,38.74206,"[ 7.47934976e-01  1.50745328e+01  9.86445244e-01  5.56014836e+02
  9.02269982e-01  1.68792567e+01  2.20898481e+03  1.57358984e+00
  1.96791917e+00  4.45629005e-03  9.22085324e-01 -6.03522922e-01
  9.04022519e-01]",0,Black-Gold-250ml-1000ml
58,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0077_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,278985.76,660,542,298,70.0,72.0,61.0,1144.0,1361.0,1344.0,34.0,37.0,37.0,[0. 0. 0. ... 0. 0. 0.],0.999999999970975,0.000801843598479,0.0160773683224937,0.0656699699309612,[23.  1.  0. ... 15.  0.  1.],23.731544,38.535374,"[ 7.45914413e-01  1.58297933e+01  9.89171703e-01  7.30881205e+02
  9.00136503e-01  1.86550625e+01  2.90769503e+03  1.61971325e+00
  2.02789679e+00  3.13506132e-03  9.42877764e-01 -6.05708175e-01
  9.09971807e-01]",0,Black-Gold-250ml-1000ml
59,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0032_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,646,544,296,69.0,70.0,58.0,617.0,766.0,776.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997308804,0.0006215987709619,0.0163155665226488,0.0653981870231371,[75. 10.  0. ...  7.  0.  0.],23.62382,38.608345,"[ 7.47933557e-01  1.66088603e+01  9.86394027e-01  6.10302560e+02
  9.01333680e-01  1.78547644e+01  2.42460138e+03  1.57647936e+00
  1.98101655e+00  4.25748283e-03  9.29107130e-01 -5.97491834e-01
  9.02681043e-01]",0,Black-Gold-250ml-1000ml
60,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0073_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,532,296,68.0,69.0,57.0,626.0,781.0,792.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999604938,0.0008438601199986,0.0163312701444423,0.0654795590298623,[22. 73. 29. ...  0.  0.  3.],23.99837,38.36264,"[ 7.47933498e-01  1.41297361e+01  9.88081942e-01  5.92738002e+02
  9.01423181e-01  1.75072741e+01  2.35682227e+03  1.57070200e+00
  1.97548102e+00  4.32663360e-03  9.29271942e-01 -5.96484415e-01
  9.01786436e-01]",0,Black-Gold-250ml-1000ml
61,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0129_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,542,296,67.0,67.0,56.0,602.0,736.0,747.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999996128544,0.0008748638803756,0.0162019485020567,0.065041420485022,[46.  0.  0. ...  3.  1. 54.],23.029858,38.956074,"[ 7.47942986e-01  1.42754913e+01  9.87473898e-01  5.69781576e+02
  9.02240148e-01  1.71989881e+01  2.26485081e+03  1.56007041e+00
  1.95214117e+00  4.26598838e-03  9.18295760e-01 -6.01308490e-01
  9.01722725e-01]",0,Black-Gold-250ml-1000ml
62,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0168_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,554,296,67.0,67.0,55.0,638.0,757.0,748.0,25.0,28.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999700978,0.000719411640266,0.0163600004420972,0.0655575768255317,[25.  0.  0. ...  3.  0.  3.],23.596052,38.614147,"[ 7.47941111e-01  1.64184552e+01  9.85573255e-01  5.68982026e+02
  9.02493054e-01  1.71423140e+01  2.25950965e+03  1.56670849e+00
  1.95763186e+00  4.50974726e-03  9.19954651e-01 -6.02702402e-01
  9.02782571e-01]",0,Black-Gold-250ml-1000ml
